accy,accz,accx
0.0046153846153846,0.0107692307692307,-0.04
0.0,0.01,-0.0366666666666666
0.0,0.0153846153846153,-0.043076923076923
0.0075,0.005,-0.0441666666666666
-0.0007692307692307,-0.0038461538461538,-0.04
-0.0025,0.0,-0.0433333333333333
0.0015384615384615,0.0053846153846153,-0.05
0.0027272727272727,0.0081818181818181,-0.0454545454545454
0.01,0.0114285714285714,-0.045
0.0091666666666666,0.0058333333333333,-0.0433333333333333
0.0038461538461538,0.01,-0.0353846153846153
0.0075,0.0108333333333333,-0.0375
0.0008333333333333,0.0041666666666666,-0.0358333333333333
0.0076923076923076,0.0107692307692307,-0.04
0.0038461538461538,0.01,-0.0438461538461538
0.0,0.0066666666666666,-0.0433333333333333
-0.0053846153846153,0.0053846153846153,-0.0407692307692307
0.0,0.01,-0.039090909090909
0.0014285714285714,0.01,-0.0321428571428571
0.0,0.0054545454545454,-0.0418181818181818
0.0135714285714285,0.005,-0.04
0.005,0.0,-0.04
-0.0107692307692307,0.0092307692307692,-0.04
-0.005,0.0066666666666666,-0.04
0.0041666666666666,0.005,-0.04
0.0061538461538461,0.013076923076923,-0.0361538461538461
0.0069230769230769,0.0015384615384615,-0.0438461538461538
0.0009090909090909,0.0072727272727272,-0.0445454545454545
0.0138461538461538,0.0092307692307692,-0.0438461538461538
0.003076923076923,0.003076923076923,-0.0361538461538461
0.0076923076923076,0.0061538461538461,-0.04
0.0018181818181818,0.0145454545454545,-0.0445454545454545
-0.0015384615384615,0.01,-0.0438461538461538
0.0007692307692307,0.01,-0.043076923076923
0.0084615384615384,0.0046153846153846,-0.0438461538461538
0.0072727272727272,0.0045454545454545,-0.0372727272727272
0.0085714285714285,0.01,-0.0435714285714285
0.0027272727272727,0.0127272727272727,-0.0454545454545454
0.0035714285714285,0.01,-0.045
0.0045454545454545,0.0072727272727272,-0.04
0.0046153846153846,0.0046153846153846,-0.0484615384615384
0.0075,0.0075,-0.05
0.0038461538461538,0.0084615384615384,-0.0415384615384615
0.0066666666666666,0.01,-0.0425
0.0015384615384615,0.01,-0.0423076923076923
0.0041666666666666,0.01,-0.0433333333333333
0.0084615384615384,0.0138461538461538,-0.0484615384615384
0.01,0.0116666666666666,-0.0475
0.0135714285714285,0.0085714285714285,-0.04
0.0045454545454545,0.01,-0.0445454545454545
0.0071428571428571,0.0064285714285714,-0.0349999999999999
0.0027272727272727,0.01,-0.0372727272727272
-0.0038461538461538,0.01,-0.0361538461538461
0.0,0.0169230769230769,-0.0361538461538461
0.0038461538461538,0.0161538461538461,-0.0492307692307692
0.0008333333333333,0.0083333333333333,-0.0425
0.003076923076923,0.0046153846153846,-0.0453846153846153
-0.0041666666666666,0.0041666666666666,-0.0466666666666666
0.0092307692307692,0.0092307692307692,-0.0492307692307692
0.0025,0.0058333333333333,-0.0425
0.0092307692307692,0.0153846153846153,-0.04
0.0,0.0127272727272727,-0.04
0.003076923076923,0.01,-0.04
0.0008333333333333,0.0041666666666666,-0.0433333333333333
0.0084615384615384,0.0,-0.0438461538461538
0.0058333333333333,0.0066666666666666,-0.0375
-0.003076923076923,0.0053846153846153,-0.0384615384615384
-0.0058333333333333,0.0066666666666666,-0.0333333333333333
0.0023076923076923,0.0053846153846153,-0.043076923076923
0.0,0.0091666666666666,-0.05
0.0038461538461538,0.0115384615384615,-0.0415384615384615
0.0025,0.01,-0.0425
0.0061538461538461,0.0107692307692307,-0.0415384615384615
0.003076923076923,0.0061538461538461,-0.033076923076923
0.0,0.0053846153846153,-0.043076923076923
0.0,0.0145454545454545,-0.0427272727272727
0.0,0.01,-0.0415384615384615
-0.0041666666666666,0.01,-0.04
-0.0046153846153846,0.0061538461538461,-0.0484615384615384
-0.005,0.0058333333333333,-0.0475
0.0053846153846153,0.0053846153846153,-0.0407692307692307
0.0,0.0066666666666666,-0.0391666666666666
-0.0046153846153846,0.0138461538461538,-0.04
-0.0058333333333333,0.01,-0.0466666666666666
-0.0015384615384615,0.0092307692307692,-0.0369230769230769
0.0,0.0066666666666666,-0.0391666666666666
-0.0084615384615384,0.0053846153846153,-0.0423076923076923
-0.0033333333333333,0.0,-0.0433333333333333
0.0053846153846153,0.0,-0.04
-0.0008333333333333,0.0066666666666666,-0.04
0.0,0.0146153846153846,-0.0353846153846153
-0.0025,0.0133333333333333,-0.0325
-0.01,0.0053846153846153,-0.0476923076923076
-0.0016666666666666,0.0091666666666666,-0.0425
-0.0023076923076923,0.0161538461538461,-0.0461538461538461
-0.0058333333333333,0.0066666666666666,-0.045
-0.0015384615384615,0.0084615384615384,-0.0469230769230769
0.0,0.01,-0.0433333333333333
-0.0046153846153846,0.01,-0.0446153846153846
-0.0033333333333333,0.0058333333333333,-0.0475
-0.0046153846153846,0.01,-0.0492307692307692
-0.0058333333333333,0.0083333333333333,-0.0491666666666666
-0.0015384615384615,0.0115384615384615,-0.0415384615384615
-0.0025,0.0075,-0.04
0.003076923076923,0.0084615384615384,-0.0353846153846153
0.005,0.0033333333333333,-0.0341666666666666
-0.0007692307692307,0.0084615384615384,-0.0469230769230769
0.0016666666666666,0.01,-0.0433333333333333
-0.003076923076923,0.01,-0.04
-0.0075,0.01,-0.04
0.0,0.005,-0.04
-0.0018181818181818,0.0,-0.04
0.0015384615384615,0.0084615384615384,-0.04
0.0,0.0016666666666666,-0.04
-0.0046153846153846,0.0061538461538461,-0.04
-0.003076923076923,0.01,-0.04
-0.0041666666666666,0.01,-0.0491666666666666
-0.0066666666666666,0.0124999999999999,-0.0433333333333333
-0.0069230769230769,0.0161538461538461,-0.0484615384615384
-0.0025,0.0158333333333333,-0.0433333333333333
-0.0038461538461538,0.0115384615384615,-0.0438461538461538
0.0038461538461538,0.003076923076923,-0.0438461538461538
0.0041666666666666,0.0091666666666666,-0.04
0.0027272727272727,0.0118181818181818,-0.0463636363636363
-0.0057142857142857,0.0157142857142857,-0.0421428571428571
0.0,0.0124999999999999,-0.0466666666666666
0.0,0.0153846153846153,-0.0369230769230769
0.0,0.0058333333333333,-0.0408333333333333
0.0007692307692307,0.0053846153846153,-0.0438461538461538
0.01,0.0066666666666666,-0.0466666666666666
-0.0023076923076923,0.01,-0.0415384615384615
0.003076923076923,0.01,-0.0438461538461538
0.0058333333333333,0.0058333333333333,-0.0483333333333333
0.003,0.011,-0.045
-0.0033333333333333,0.0166666666666666,-0.0433333333333333
-0.0033333333333333,0.0116666666666666,-0.0466666666666666
-0.0046153846153846,0.0115384615384615,-0.05
-0.0058333333333333,0.01,-0.0475
-0.0014285714285714,0.005,-0.0485714285714285
0.0,0.0041666666666666,-0.0458333333333333
0.005,0.0091666666666666,-0.045
0.0033333333333333,0.0124999999999999,-0.0425
0.0046153846153846,0.0153846153846153,-0.0415384615384615
-0.0045454545454545,0.0081818181818181,-0.0418181818181818
-0.0042857142857142,0.0114285714285714,-0.0421428571428571
0.0,0.0124999999999999,-0.0425
0.0046153846153846,0.0115384615384615,-0.0461538461538461
0.0033333333333333,0.01,-0.0433333333333333
0.0,0.01,-0.0361538461538461
0.0025,0.01,-0.0441666666666666
0.0023076923076923,0.0146153846153846,-0.0438461538461538
0.0033333333333333,0.0133333333333333,-0.04
0.0,0.0138461538461538,-0.0492307692307692
0.0,0.0058333333333333,-0.0466666666666666
0.0084615384615384,0.01,-0.04
0.0033333333333333,0.01,-0.0383333333333333
0.0038461538461538,0.01,-0.0453846153846153
0.0066666666666666,0.0141666666666666,-0.04
0.0015384615384615,0.01,-0.0492307692307692
0.005,0.0124999999999999,-0.0533333333333333
0.0078571428571428,0.0114285714285714,-0.0414285714285714
0.0,0.0072727272727272,-0.04
0.003076923076923,0.013076923076923,-0.0407692307692307
0.0033333333333333,0.0108333333333333,-0.05
-0.0038461538461538,0.0084615384615384,-0.0453846153846153
0.0,0.01,-0.0466666666666666
0.0,0.0053846153846153,-0.0461538461538461
0.0041666666666666,0.0066666666666666,-0.0475
0.0038461538461538,0.01,-0.0484615384615384
0.0,0.0083333333333333,-0.0475
0.0,0.0076923076923076,-0.0484615384615384
0.0038461538461538,0.0092307692307692,-0.0469230769230769
-0.005,0.0058333333333333,-0.045
-0.009,0.006,-0.045
0.0,0.01,-0.0426666666666666
-0.0041666666666666,0.0033333333333333,-0.0508333333333333
-0.0035714285714285,0.0085714285714285,-0.0464285714285714
0.0027272727272727,0.0072727272727272,-0.05
0.0028571428571428,0.0,-0.045
0.0027272727272727,0.0072727272727272,-0.0427272727272727
0.0046153846153846,0.01,-0.0453846153846153
0.0083333333333333,0.01,-0.0416666666666666
-0.0053846153846153,0.0053846153846153,-0.0461538461538461
-0.013,0.005,-0.044
0.00625,0.0075,-0.044375
0.0072727272727272,0.0072727272727272,-0.0472727272727272
0.0015384615384615,0.0123076923076923,-0.04
0.005,0.0075,-0.0425
-0.0007692307692307,0.0084615384615384,-0.0415384615384615
-0.0041666666666666,0.01,-0.0425
0.0007692307692307,0.0146153846153846,-0.0461538461538461
0.0058333333333333,0.0174999999999999,-0.0433333333333333
0.0015384615384615,0.01,-0.0446153846153846
0.0083333333333333,0.0124999999999999,-0.05
0.0046153846153846,0.0115384615384615,-0.0415384615384615
0.01,0.01,-0.04
0.0007692307692307,0.0061538461538461,-0.0492307692307692
0.005,0.0141666666666666,-0.0574999999999999
-0.0084615384615384,0.01,-0.05
-0.005,0.0124999999999999,-0.0408333333333333
0.0053846153846153,0.0107692307692307,-0.0423076923076923
0.0108333333333333,0.0066666666666666,-0.0425
0.0053846153846153,0.0053846153846153,-0.05
0.0,0.0066666666666666,-0.05
0.0,0.01,-0.0461538461538461
0.0,0.0033333333333333,-0.05
0.0046153846153846,0.0092307692307692,-0.0415384615384615
0.0033333333333333,0.0158333333333333,-0.04
0.0046153846153846,0.0069230769230769,-0.0438461538461538
0.004,0.006,-0.04
0.005625,0.005625,-0.039375
0.0,0.0027272727272727,-0.0381818181818181
0.0084615384615384,0.01,-0.0415384615384615
0.0054545454545454,0.01,-0.04
0.0064285714285714,0.0107142857142857,-0.0435714285714285
0.0075,0.0158333333333333,-0.0441666666666666
-0.005,0.0114285714285714,-0.045
-0.0027272727272727,0.01,-0.0472727272727272
0.0,0.01,-0.0438461538461538
-0.0025,0.01,-0.0441666666666666
-0.0015384615384615,0.01,-0.0438461538461538
0.0,0.0124999999999999,-0.04
-0.0038461538461538,0.0069230769230769,-0.0438461538461538
0.0,0.0063636363636363,-0.04
0.0042857142857142,0.01,-0.0435714285714285
0.0016666666666666,0.0141666666666666,-0.0466666666666666
-0.0021428571428571,0.0085714285714285,-0.0464285714285714
0.0,0.0072727272727272,-0.05
0.003076923076923,0.01,-0.05
-0.0058333333333333,0.01,-0.0458333333333333
-0.0061538461538461,0.0053846153846153,-0.0453846153846153
-0.0075,0.0108333333333333,-0.0466666666666666
